No. Resp;Kelas;Gender;Ability to use Media (Am);;;;;;;;;;;;;Managing digital learning Platforms (Mp);;;;;;;;;Advanced use of Digital Media (Adm);;;;;;;;;;;;;Ethics and safety in the use of digital media (Es);;;;;;;;;;;;;;
;;;Am1;Am2;Am3;Am4;Am5;Am6;Am7;Am8;Am9;Am10;Am11;Am12;Am13;Mp1;Mp2;Mp3;Mp4;Mp5;Mp6;Mp7;Mp8;Mp9;Adm1;Adm2;Adm3;Adm4;Adm5;Adm6;Adm7;Adm8;Adm9;Adm10;Adm11;Adm12;Adm13;Es1;Es2;Es3;Es4;Es5;Es6;Es7;Es8;Es9;Es10;Es11;Es12;Es13;Es14;Es15
241;2;2;3;3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3
242;2;1;4;5;5;5;4;5;3;3;3;4;4;5;5;5;3;3;3;4;3;5;5;5;4;3;3;4;4;4;5;5;4;4;3;3;5;5;5;3;4;4;5;5;5;5;5;5;5;3;4;5
243;2;1;4;5;5;5;4;5;3;3;3;4;4;5;5;5;3;3;3;3;3;5;5;5;4;3;3;4;4;4;4;5;4;4;3;3;5;5;5;3;4;4;5;5;5;5;5;5;5;3;4;5
244;2;1;5;3;5;3;3;3;3;3;5;3;3;5;3;3;3;3;5;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
245;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;3;3;3
246;2;2;4;4;4;4;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
247;2;1;4;5;4;5;4;4;4;1;5;5;4;5;3;3;3;3;2;2;3;4;5;5;2;1;1;3;4;4;3;4;2;2;3;3;3;3;5;3;4;4;5;5;4;3;4;5;3;2;3;4
248;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
249;2;1;5;5;5;5;4;5;5;3;5;5;5;5;5;5;4;4;3;3;5;5;5;5;4;3;3;5;5;5;5;5;5;5;5;5;4;4;5;3;4;5;5;5;5;5;5;5;5;4;3;5
250;2;1;4;3;4;4;4;4;4;4;3;4;4;4;4;4;3;3;4;3;4;4;4;4;3;3;3;3;3;4;4;3;4;3;3;3;4;4;4;4;4;4;3;4;4;4;4;4;4;3;3;4
251;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
252;2;1;5;5;5;5;5;5;5;5;5;3;5;5;5;5;3;3;5;5;4;5;5;5;5;3;3;5;5;5;5;3;4;5;3;3;5;5;3;2;4;3;5;5;5;5;5;5;5;2;3;3
253;3;1;4;4;3;4;3;4;4;3;4;4;4;5;3;4;2;3;2;2;2;4;5;4;3;2;2;3;4;4;4;4;2;4;2;2;3;3;4;2;3;5;5;4;5;3;4;5;4;2;2;4
254;3;2;4;3;4;5;3;3;5;3;5;5;5;4;3;4;2;3;3;2;2;3;5;5;2;2;2;2;2;3;4;2;2;4;2;2;2;5;5;5;3;3;5;5;5;3;3;5;5;3;3;3
255;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
256;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
257;1;1;4;4;3;4;4;4;4;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;3;3;3;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;4
258;1;2;3;4;4;4;3;4;3;3;4;3;3;4;4;4;3;3;3;5;3;4;3;3;3;4;3;2;3;3;3;5;5;5;3;3;3;5;3;4;3;3;3;4;5;3;5;5;4;3;3;3
259;1;2;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4
260;1;2;4;4;3;3;3;4;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
261;1;2;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4
262;1;1;3;4;2;3;2;4;4;4;4;5;4;5;3;3;3;3;3;3;3;2;5;3;3;2;3;4;3;4;3;3;3;3;3;3;3;5;5;4;4;3;4;5;3;3;4;3;3;2;3;3
263;1;1;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
264;1;1;4;4;4;4;4;4;3;3;3;4;2;5;3;3;3;3;2;3;4;4;4;4;3;3;3;3;3;4;4;2;4;4;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4
265;1;2;4;4;3;3;3;3;4;3;2;4;4;4;4;4;2;3;3;3;3;3;4;2;3;3;3;3;3;4;4;4;1;3;3;3;3;3;3;1;3;3;3;3;3;3;4;4;3;1;3;3
266;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;3;4;3;4;4
267;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
268;1;2;3;4;2;3;3;3;3;3;2;4;3;4;3;3;2;3;2;2;2;2;4;2;2;2;2;2;3;3;3;3;3;2;2;3;3;4;3;3;3;3;4;2;4;4;3;4;4;4;3;3
269;1;2;4;3;4;4;4;4;3;3;3;5;4;5;4;4;4;4;4;4;3;4;5;4;4;4;4;4;5;4;4;3;4;4;4;4;3;4;3;4;4;4;3;3;4;4;4;3;4;4;4;4
270;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;3;4
271;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
272;1;1;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
273;1;1;4;4;2;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
274;1;1;3;4;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
275;1;1;4;4;2;4;3;4;4;3;4;3;3;4;3;2;2;3;2;3;2;3;3;3;2;2;3;3;2;3;2;2;3;2;2;3;2;3;2;2;3;3;3;3;2;3;2;2;2;2;2;3
276;1;1;4;4;2;4;3;4;3;3;3;4;3;4;3;3;3;3;3;2;4;3;4;3;3;2;2;3;3;3;3;3;3;3;2;3;3;4;3;3;3;3;4;4;4;4;4;4;3;3;3;2
277;1;2;3;3;3;4;4;4;3;3;4;4;3;5;5;3;3;4;3;3;4;3;4;4;4;4;4;3;4;3;4;2;3;4;3;3;4;3;4;4;4;3;5;4;4;3;3;5;5;3;5;4
278;3;1;5;4;4;4;4;4;3;5;3;5;3;5;5;3;5;4;5;3;5;5;4;5;5;5;5;4;3;2;2;1;2;3;5;4;4;3;3;3;5;4;4;3;5;5;5;3;4;3;4;5
279;3;1;5;5;4;5;4;5;4;4;4;5;5;5;5;5;5;4;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;4;4;5
280;3;2;5;5;4;4;4;5;5;5;5;3;4;5;3;5;5;5;2;5;5;5;5;4;4;3;2;4;4;5;5;3;5;5;5;5;5;5;5;4;5;5;5;5;5;4;4;2;5;5;5;5
281;3;1;4;5;4;4;4;4;4;4;3;4;3;3;4;4;3;4;3;4;4;3;5;5;3;3;3;4;4;3;5;3;3;3;3;3;3;3;4;4;4;4;4;4;3;5;5;5;5;3;2;5
282;3;1;4;4;3;4;3;4;4;3;4;4;4;4;3;4;3;3;2;2;2;4;5;4;3;2;2;3;3;4;4;4;3;2;3;3;3;4;4;3;4;4;4;5;5;4;4;5;4;4;3;4
283;3;1;4;4;4;4;3;3;3;3;4;3;4;4;3;3;3;3;3;3;3;4;5;3;3;2;3;4;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;4;5;4;3;4
284;3;1;4;4;5;5;5;4;4;3;3;5;5;5;4;3;3;3;3;4;4;4;5;5;4;3;3;3;3;4;4;3;3;3;2;3;3;4;5;3;4;4;4;4;4;3;3;4;4;3;3;4
285;3;1;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
286;3;1;5;5;5;5;5;5;5;3;4;5;5;5;5;4;4;4;3;5;4;4;5;5;4;5;5;5;5;5;4;5;4;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5
287;3;1;3;4;3;4;3;4;3;2;3;2;4;3;2;3;3;3;3;2;3;3;4;4;3;2;2;2;3;3;4;2;3;3;3;3;2;3;3;3;4;3;4;4;4;3;4;4;2;3;2;3
288;3;1;3;5;5;5;4;4;5;4;3;3;4;5;3;4;4;4;4;2;4;4;5;5;4;3;3;3;4;3;4;3;4;4;5;5;5;3;5;5;4;3;3;4;5;5;5;5;5;2;4;4
289;3;1;4;5;5;4;2;4;4;3;4;4;4;4;3;4;2;2;3;2;4;3;4;4;3;3;3;3;3;4;4;2;3;2;2;2;2;3;4;3;3;4;4;4;3;3;4;3;3;2;3;3
290;3;1;3;4;3;4;4;4;4;3;4;5;5;5;4;3;4;4;3;3;3;4;5;5;4;3;3;2;3;3;3;2;3;3;3;3;3;4;4;4;4;3;3;4;4;2;4;4;4;2;3;3
291;1;1;4;5;4;5;4;4;5;3;4;4;5;4;5;4;4;4;4;3;3;5;5;4;4;3;3;3;4;4;4;4;3;3;3;3;3;4;5;4;4;4;4;5;4;4;4;5;4;3;4;5
292;1;1;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
293;1;2;4;4;3;4;4;5;5;4;5;5;4;3;3;3;4;3;3;4;3;3;4;2;3;2;2;3;4;3;4;5;3;4;3;3;3;4;5;3;3;4;4;5;4;4;3;4;3;2;5;4
294;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
295;1;1;3;3;3;4;4;4;4;3;3;3;4;5;5;5;3;3;3;4;4;3;5;4;4;3;3;3;3;3;4;5;3;4;4;4;4;4;5;3;5;3;4;5;5;5;5;5;5;5;3;4
296;1;1;3;4;3;4;3;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;3;3;4;5;5;3;5;4;5;5;3;5;4;4;4;4;3;4
297;1;1;5;5;5;5;4;5;4;5;4;4;4;5;4;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;4;5;4;3;4;4;4;5;5;5;5;5;5;5;5;5;4;4;4;3;4;5
298;1;1;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
299;1;1;3;3;3;4;4;4;4;4;4;4;4;5;4;4;4;4;3;4;3;4;5;5;4;4;4;4;4;5;5;4;4;4;5;5;4;5;5;5;4;5;5;5;5;4;4;4;4;4;4;4
300;1;1;5;5;4;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;4;5;5;4;5;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;5;4;5;5;4;4;4;5;4;4;5
301;1;1;4;4;4;4;5;5;4;3;4;4;5;5;4;4;4;4;3;2;4;3;5;4;3;4;3;3;4;4;3;4;3;4;3;3;4;4;4;4;4;4;5;4;4;3;4;4;4;4;4;3
302;1;1;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;3;3;4;4;4;3;3;3;3;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;4;4
303;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
304;1;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
305;1;2;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
306;1;1;2;4;2;4;3;3;2;2;3;3;4;4;4;4;4;4;2;2;4;2;5;5;5;2;1;2;4;4;4;2;4;4;3;2;4;4;5;3;3;4;4;4;4;4;2;2;4;2;4;4
307;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
308;1;1;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4
309;1;1;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
310;1;1;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
311;1;1;3;4;3;3;3;3;3;3;3;4;4;4;3;4;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
312;1;1;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
313;1;1;5;5;4;5;4;4;5;4;5;5;5;5;5;4;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
314;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
315;3;2;4;3;4;4;4;4;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;5;4;4;4;4;4;4;4;4;4;4;4;3;4;4;5
316;3;2;4;4;3;4;3;4;3;4;4;4;4;4;4;4;4;3;3;2;4;3;4;4;4;4;4;3;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;3;4;5;4
317;3;1;4;4;5;5;5;5;5;3;5;5;5;5;3;5;3;3;3;5;4;4;5;5;4;2;2;4;4;4;4;4;5;4;4;3;5;5;4;3;3;3;5;5;5;5;4;4;3;2;4;5
318;3;2;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;5;3;3;5;3;4;4;3;4;2;3
319;3;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;3;4;4;3;4;4;4;4;2;4;4;4;3;4;3;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;4;4;5
320;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;5;5;5;5;3;3;3;5;5;3;5;5;5;5;5;3;5;5;5;5;5;5;5;5;4
321;3;1;4;4;5;5;4;5;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;3;3;3;4;4;1;4;2;2;2;4;4;4;2;4;4;4;4;2;4;4;4;4;4;2;4;4
322;3;2;5;4;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;5;4;5;5;4;5;4;5;5;5;5;3;5;5;4;3;5;5
323;3;1;4;5;4;4;3;4;3;4;5;4;5;5;5;4;3;3;4;4;4;3;5;4;3;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;5;3;3;4;3;4;3;4;3
324;3;2;4;4;3;4;4;4;3;3;4;5;3;5;4;3;3;3;3;3;3;3;5;4;3;3;3;3;3;4;3;3;4;3;3;3;3;3;4;3;4;3;3;4;4;4;3;5;5;4;3;5
325;3;2;3;4;3;3;4;4;4;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1
326;3;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;4;5;4;5;4;4;4;5;5;5;5;5;5;5;5;5;4
327;3;2;4;4;2;3;2;3;3;3;3;4;3;4;4;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;2;4;3;3;3;4;4;3;4;3;4;4;4;4;4;4;4;4;4;3;4;1
328;3;2;5;4;2;5;3;4;4;4;4;3;4;3;3;4;2;3;4;5;4;5;4;4;4;5;3;5;4;3;2;4;4;3;4;3;5;3;4;3;4;3;4;3;4;2;3;5;3;4;2;4
329;3;2;5;5;4;4;3;5;4;3;5;5;5;3;4;4;4;4;3;3;4;4;4;4;4;3;3;4;3;4;4;4;4;3;4;3;4;4;4;3;3;5;5;5;5;4;5;5;5;4;5;3
330;3;2;4;4;4;4;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;5;2;2;3;3;3;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4
331;3;2;4;4;3;3;3;3;4;3;4;5;5;5;4;4;3;3;3;3;3;3;4;4;4;3;4;4;4;4;4;3;3;3;4;4;5;4;4;3;4;5;5;5;4;3;5;5;3;2;5;4
332;3;2;5;4;3;4;4;4;3;4;4;5;4;5;3;4;3;3;3;3;2;3;5;4;3;2;3;3;3;4;3;4;2;2;3;3;5;5;3;4;3;4;4;4;3;5;5;5;4;3;4;3
333;3;2;4;4;4;4;3;4;3;2;3;4;4;5;5;4;3;3;4;2;3;4;5;5;4;2;2;4;4;4;5;3;2;2;4;3;3;3;3;4;4;4;4;4;3;4;3;4;3;4;3;5
334;3;2;5;5;4;5;5;5;5;4;5;5;5;5;5;5;5;3;4;5;3;5;5;5;5;5;5;5;5;5;5;5;3;3;4;4;5;5;5;5;4;4;5;3;4;5;4;5;3;3;4;4
335;3;2;5;5;4;4;4;5;4;4;4;5;5;4;4;3;3;3;3;3;3;3;5;3;4;3;4;4;4;4;4;4;3;3;3;4;4;4;4;4;3;4;4;3;4;4;3;4;3;4;4;4
336;1;2;4;4;4;4;4;3;3;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;4
337;1;2;4;4;3;3;3;4;4;3;4;4;4;3;3;3;3;3;4;3;2;3;4;3;2;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;3;3;3;3;4;3;3;3;4;4
338;1;2;3;3;3;4;3;2;3;3;3;4;4;3;3;2;2;3;3;2;2;2;5;2;2;2;2;2;2;2;3;2;3;2;2;2;3;5;3;3;3;3;4;3;4;4;3;2;3;3;3;4
339;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
340;2;2;5;5;3;1;3;1;5;3;2;4;1;5;3;2;1;4;2;5;3;1;5;3;3;2;5;2;4;1;3;2;1;5;3;2;5;1;3;2;1;5;3;2;5;4;4;2;5;2;3;5
341;2;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
342;2;2;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4
343;3;2;5;5;5;5;4;4;5;4;5;4;4;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3
344;3;2;3;4;5;2;5;1;5;3;2;4;1;5;2;2;1;2;4;1;2;3;3;3;5;1;2;3;4;3;4;5;5;1;4;2;2;1;2;5;2;5;3;2;2;2;1;2;5;3;3;3
345;3;1;4;4;4;5;3;3;4;4;4;4;5;5;3;4;3;4;3;4;4;3;5;4;4;3;3;3;4;4;4;2;2;4;4;3;5;5;5;5;5;4;5;5;5;3;4;5;3;3;5;3
346;3;2;5;5;5;5;2;5;1;2;4;5;4;5;5;4;2;2;2;4;1;2;5;4;2;2;2;4;5;4;4;4;2;2;4;4;5;4;2;2;5;5;4;4;5;5;5;5;5;2;4;4
347;3;2;5;4;3;5;3;4;4;4;5;5;5;4;5;3;5;5;4;5;4;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;2;4;5;4;5;4;5;3
348;2;1;5;5;3;3;4;4;3;4;4;5;5;5;4;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;5
349;3;1;5;5;5;5;5;5;5;5;5;5;3;5;5;4;4;4;4;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4
350;3;1;5;5;5;5;4;5;5;5;5;5;4;5;4;3;4;4;3;4;5;3;5;3;2;3;3;4;4;4;4;2;4;3;4;5;5;5;5;4;4;5;5;5;4;4;5;3;3;4;4;4
351;2;2;5;4;3;5;3;3;4;3;3;5;3;5;3;1;4;2;3;2;3;3;5;3;2;2;2;5;5;3;3;5;3;2;4;2;5;5;3;4;4;5;5;3;5;3;5;5;3;5;3;4
352;3;2;5;5;4;5;5;5;5;5;4;3;4;4;5;3;3;4;4;4;5;5;5;3;4;4;4;5;3;4;5;4;5;4;5;4;4;5;3;5;5;3;5;5;3;3;5;5;4;4;3;4
353;3;2;3;4;5;5;5;4;4;3;4;3;5;4;5;4;4;4;4;3;4;5;5;5;4;3;4;4;4;5;4;3;2;3;4;4;4;5;5;4;3;5;5;5;3;5;4;4;2;5;4;5
354;3;1;5;5;4;5;5;5;5;4;5;4;5;5;4;4;3;4;2;4;4;5;5;4;5;4;5;5;5;4;5;5;2;2;5;5;5;5;5;5;4;5;5;5;5;4;5;4;1;5;5;3
355;3;2;4;5;4;5;3;4;3;4;2;5;4;5;4;4;4;3;4;3;2;4;5;3;2;3;2;4;3;5;4;1;3;2;3;4;3;2;3;2;3;4;5;4;4;5;3;4;4;3;4;3
356;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5
357;3;2;5;4;5;5;4;4;3;3;5;4;3;3;3;3;5;3;3;3;4;3;5;5;4;2;2;3;3;4;3;2;5;4;3;5;5;3;4;4;3;5;4;3;5;5;4;3;2;4;3;4
358;3;1;3;4;4;4;3;4;4;4;4;4;4;4;4;3;4;3;4;4;4;3;4;4;4;4;3;4;4;5;4;4;5;4;4;4;5;5;4;4;4;4;4;5;4;4;4;4;4;4;4;4
359;3;2;4;4;5;4;3;4;3;3;4;3;4;4;3;4;3;3;3;4;4;4;4;4;3;3;3;4;4;4;4;4;3;3;3;3;4;4;4;3;4;4;4;4;4;4;3;3;3;3;3;3
360;3;1;4;4;3;4;3;3;3;3;4;4;4;4;3;3;3;3;4;4;4;4;5;3;2;4;3;4;4;4;4;3;3;4;4;4;4;5;4;4;4;4;4;4;4;4;5;4;4;4;4;5
361;3;2;5;5;5;5;4;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5;4
362;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4
363;3;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;4;4;3;4;5;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5
364;3;1;4;4;3;4;3;4;4;3;4;4;3;5;4;3;3;2;4;2;4;4;5;4;3;2;3;5;4;4;4;5;3;4;3;3;4;4;4;4;4;5;4;4;4;5;5;5;4;4;5;4
365;3;1;3;2;4;3;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;2;3;3;2;3;2;3;3;2;3;4;2;3;3;3;2;4
366;3;1;4;5;3;3;4;3;3;4;3;5;4;4;4;4;4;3;3;3;4;4;5;3;3;3;3;3;3;3;4;3;4;4;4;5;5;3;3;3;3;4;4;3;3;4;4;4;4;3;4;5
367;3;1;4;5;5;5;5;4;5;5;5;5;4;5;4;4;4;4;3;4;4;4;5;5;4;4;3;4;5;5;5;4;3;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;2;4;5
368;3;1;5;5;5;5;4;5;4;5;4;5;5;5;3;4;4;3;4;3;5;3;5;5;3;3;3;4;4;4;4;4;4;4;4;5;5;5;5;4;5;5;5;5;5;5;5;5;4;5;5;4
